Time;Acceleration;Position
2025/04/27_17:51:48;{'x': 0.51714755859375, 'y': 2.1906945190429687, 'z': 9.516951599121093};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:49;{'x': 0.4429273071289062, 'y': 2.2840683837890623, 'z': 9.473855969238281};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:52;{'x': 0.507570751953125, 'y': 2.195482922363281, 'z': 9.452308154296874};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:52;{'x': 0.5482721801757812, 'y': 2.2194249389648437, 'z': 9.617508068847656};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:53;{'x': 0.51714755859375, 'y': 2.1691467041015624, 'z': 9.481038574218749};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:54;{'x': 0.5003881469726562, 'y': 2.205059729003906, 'z': 9.595960253906249};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:56;{'x': 0.5363011718749999, 'y': 2.224213342285156, 'z': 9.45470235595703};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:56;{'x': 0.38307226562499996, 'y': 2.224213342285156, 'z': 9.4618849609375};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:57;{'x': 0.49799394531249996, 'y': 2.2098481323242187, 'z': 9.490615380859374};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:59;{'x': 0.47165772705078124, 'y': 2.2026655273437497, 'z': 9.351751684570312};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:59;{'x': 0.5195417602539062, 'y': 2.221819140625, 'z': 9.459490759277344};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:00;{'x': 0.48123453369140623, 'y': 2.1787235107421874, 'z': 9.490615380859374};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:01;{'x': 2.375048046875, 'y': 0.833182177734375, 'z': 11.145008728027342};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:02;{'x': 6.811503723144531, 'y': -2.461239306640625, 'z': 7.287949853515625};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:03;{'x': 6.64630380859375, 'y': -2.0374656127929685, 'z': 7.316680273437499};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:04;{'x': 5.193023400878906, 'y': -1.659181750488281, 'z': 8.55448253173828};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:05;{'x': 0.5506663818359374, 'y': 0.3064578125, 'z': 9.361328491210937};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:06;{'x': 0.6871358764648438, 'y': 1.2761094848632812, 'z': 9.696516723632811};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:07;{'x': 0.5889736083984375, 'y': 1.2761094848632812, 'z': 9.739612353515625};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:08;{'x': 0.612915625, 'y': 1.3072341064453123, 'z': 9.64623848876953};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:09;{'x': 0.6631938598632812, 'y': 1.3192051147460937, 'z': 9.648632690429688};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:10;{'x': 0.59376201171875, 'y': 1.3527239379882812, 'z': 9.658209497070311};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:11;{'x': 0.5698199951171875, 'y': 1.3407529296874998, 'z': 9.617508068847656};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:12;{'x': 0.6009446166992187, 'y': 1.3311761230468748, 'z': 9.572018237304688};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:13;{'x': 0.6464344482421874, 'y': 1.3646949462890625, 'z': 9.526528405761718};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:14;{'x': 0.6464344482421874, 'y': 1.3623007446289062, 'z': 9.689334118652344};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:15;{'x': 0.6081272216796875, 'y': 1.2306196533203124, 'z': 9.751583361816406};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:16;{'x': 0.6081272216796875, 'y': 1.3551181396484375, 'z': 9.667786303710937};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:17;{'x': 0.4644751220703125, 'y': 1.3431471313476562, 'z': 9.655815295410155};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:18;{'x': 0.6296750366210937, 'y': 1.3000515014648437, 'z': 9.794678991699218};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:19;{'x': 0.6177040283203125, 'y': 1.5275006591796874, 'z': 9.600748657226562};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:20;{'x': 0.6847416748046875, 'y': 1.24498486328125, 'z': 9.634267480468749};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:21;{'x': 0.6153098266601562, 'y': 1.3670891479492187, 'z': 9.581595043945311};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:22;{'x': 0.6248866333007812, 'y': 1.4221557861328125, 'z': 9.605537060546874};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:23;{'x': 0.6368576416015624, 'y': 1.3407529296874998, 'z': 9.78031378173828};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:24;{'x': 0.603338818359375, 'y': 1.3215993164062498, 'z': 9.619902270507811};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:25;{'x': 0.6416460449218749, 'y': 1.3383587280273437, 'z': 9.6151138671875};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:26;{'x': 0.46208092041015625, 'y': 1.4006079711914061, 'z': 9.6917283203125};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:27;{'x': 0.6631938598632812, 'y': 1.419761584472656, 'z': 9.651026892089844};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:28;{'x': 0.6727706665039062, 'y': 1.3838485595703125, 'z': 9.588777648925781};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:29;{'x': 0.6416460449218749, 'y': 1.3814543579101561, 'z': 9.579200842285156};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:30;{'x': 0.6727706665039062, 'y': 1.3527239379882812, 'z': 9.679757312011718};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:31;{'x': 0.6392518432617187, 'y': 1.3838485595703125, 'z': 9.648632690429688};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:32;{'x': 0.565031591796875, 'y': 1.429338391113281, 'z': 9.545682019042967};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:33;{'x': 0.622492431640625, 'y': 1.3742717529296875, 'z': 9.718064538574218};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:34;{'x': 0.6177040283203125, 'y': 1.35990654296875, 'z': 9.682151513671874};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:35;{'x': 0.6296750366210937, 'y': 1.388636962890625, 'z': 9.588777648925781};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:36;{'x': 0.6655880615234374, 'y': 1.4006079711914061, 'z': 9.636661682128906};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:37;{'x': 0.6248866333007812, 'y': 1.4006079711914061, 'z': 9.694122521972655};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:38;{'x': 0.6512228515624999, 'y': 1.24498486328125, 'z': 9.629479077148437};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:39;{'x': 0.6464344482421874, 'y': 1.4006079711914061, 'z': 9.581595043945311};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:40;{'x': 0.6560112548828124, 'y': 1.3862427612304686, 'z': 9.603142858886718};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:41;{'x': 0.6105214233398437, 'y': 1.429338391113281, 'z': 9.600748657226562};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:42;{'x': 0.6177040283203125, 'y': 1.350329736328125, 'z': 9.516951599121093};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:43;{'x': 0.5865794067382812, 'y': 1.39821376953125, 'z': 9.765948571777344};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:44;{'x': 0.6153098266601562, 'y': 1.4317325927734375, 'z': 9.624690673828125};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:45;{'x': 0.6272808349609375, 'y': 1.4604630126953124, 'z': 9.579200842285156};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:46;{'x': 0.55545478515625, 'y': 1.407790576171875, 'z': 9.591171850585937};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:50;{'x': 0.6631938598632812, 'y': 1.37906015625, 'z': 9.519345800781249};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:50;{'x': 0.6248866333007812, 'y': 1.458068811035156, 'z': 9.612719665527344};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:51;{'x': 0.5985504150390625, 'y': 1.3934253662109375, 'z': 9.60793126220703};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:52;{'x': 0.6584054565429687, 'y': 1.4317325927734375, 'z': 9.756371765136718};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:55;{'x': 0.7637503295898437, 'y': 1.4125789794921875, 'z': 9.648632690429688};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:57;{'x': 0.6296750366210937, 'y': 1.419761584472656, 'z': 9.622296472167967};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:57;{'x': 0.622492431640625, 'y': 1.4149731811523436, 'z': 9.670180505371093};(8.7431433, 48.0752569, 729212)
2025/04/27_17:52:58;{'x': 0.6272808349609375, 'y': 1.43652099609375, 'z': 9.696516723632811};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:04;{'x': 0.7493851196289062, 'y': 1.4245499877929686, 'z': 9.715670336914062};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:04;{'x': 0.6416460449218749, 'y': 1.4437036010742186, 'z': 9.524134204101562};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:05;{'x': 0.6344634399414062, 'y': 1.4341267944335936, 'z': 9.610325463867188};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:09;{'x': 0.6344634399414062, 'y': 1.4053963745117186, 'z': 9.677363110351562};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:12;{'x': 0.6464344482421874, 'y': 1.407790576171875, 'z': 9.572018237304688};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:15;{'x': 0.46208092041015625, 'y': 1.3862427612304686, 'z': 9.595960253906249};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:15;{'x': 0.7493851196289062, 'y': 1.4125789794921875, 'z': 9.672574707031249};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:16;{'x': 0.63206923828125, 'y': 1.407790576171875, 'z': 9.507374792480467};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:18;{'x': 0.612915625, 'y': 1.43652099609375, 'z': 9.6151138671875};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:19;{'x': 0.7422025146484375, 'y': 1.43652099609375, 'z': 9.689334118652344};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:21;{'x': 0.6416460449218749, 'y': 1.3958195678710936, 'z': 9.564835632324218};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:22;{'x': 0.6607996582031249, 'y': 1.4125789794921875, 'z': 9.641450085449218};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:22;{'x': 0.7302315063476562, 'y': 1.3934253662109375, 'z': 9.622296472167967};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:25;{'x': 0.6751648681640625, 'y': 1.3742717529296875, 'z': 9.655815295410155};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:25;{'x': 0.584185205078125, 'y': 1.4149731811523436, 'z': 9.605537060546874};(8.7431433, 48.0752569, 729212)
2025/04/27_17:53:26;{'x': 0.6727706665039062, 'y': 1.2378022583007813, 'z': 9.564835632324218};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:27;{'x': 0.6200982299804687, 'y': 1.5011644409179687, 'z': 9.509768994140625};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:28;{'x': 0.6584054565429687, 'y': 1.5298948608398437, 'z': 9.5001921875};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:29;{'x': 0.6081272216796875, 'y': 1.5346832641601562, 'z': 9.617508068847656};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:30;{'x': 0.6272808349609375, 'y': 1.5682020874023437, 'z': 9.581595043945311};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:31;{'x': 0.5626373901367188, 'y': 1.5466542724609373, 'z': 9.564835632324218};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:32;{'x': 0.584185205078125, 'y': 1.5298948608398437, 'z': 9.536105212402344};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:33;{'x': 0.6943184814453125, 'y': 1.5921441040039062, 'z': 9.605537060546874};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:34;{'x': 0.6272808349609375, 'y': 1.5969325073242187, 'z': 9.555258825683593};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:35;{'x': 0.6823474731445313, 'y': 1.5011644409179687, 'z': 9.629479077148437};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:36;{'x': 0.7302315063476562, 'y': 1.5682020874023437, 'z': 9.595960253906249};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:37;{'x': 0.6703764648437499, 'y': 1.4939818359375, 'z': 9.579200842285156};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:38;{'x': 0.6296750366210937, 'y': 1.5586252807617187, 'z': 9.713276135253906};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:39;{'x': 0.7422025146484375, 'y': 1.5442600708007812, 'z': 9.562441430664062};(8.7431433, 48.0752569, 729212)
2025/04/27_17:54:40;{'x': 0.6655880615234374, 'y': 1.5203180541992187, 'z': 9.665392102050781};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:30;{'x': 0.4285620971679687, 'y': 2.398990063476562, 'z': 9.593566052246093};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:31;{'x': 0.4477157104492187, 'y': 2.437297290039062, 'z': 9.610325463867188};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:32;{'x': 0.47165772705078124, 'y': 2.4253262817382812, 'z': 9.5001921875};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:33;{'x': 0.3711012573242187, 'y': 2.4133552734375, 'z': 9.495403784179686};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:34;{'x': 0.43574470214843747, 'y': 2.35589443359375, 'z': 9.552864624023437};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:44;{'x': 0.4285620971679687, 'y': 2.4109610717773435, 'z': 9.497797985839844};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:45;{'x': 0.4429273071289062, 'y': 2.454056701660156, 'z': 9.502586389160156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:46;{'x': 0.4740519287109375, 'y': 2.3918074584960936, 'z': 9.60793126220703};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:47;{'x': 0.316034619140625, 'y': 2.4899697265625, 'z': 9.562441430664062};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:48;{'x': 0.4955997436523437, 'y': 2.4109610717773435, 'z': 9.60793126220703};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:49;{'x': 0.47165772705078124, 'y': 2.403778466796875, 'z': 9.5384994140625};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:50;{'x': 0.47884033203125, 'y': 2.422932080078125, 'z': 9.591171850585937};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:51;{'x': 0.4333505004882812, 'y': 2.4756045166015626, 'z': 9.56962403564453};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:52;{'x': 0.488417138671875, 'y': 2.4157494750976563, 'z': 9.512163195800781};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:53;{'x': 0.5243301635742187, 'y': 2.4109610717773435, 'z': 9.579200842285156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:54;{'x': 0.4525041137695312, 'y': 2.427720483398437, 'z': 9.536105212402344};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:55;{'x': 0.4381389038085937, 'y': 2.4756045166015626, 'z': 9.481038574218749};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:56;{'x': 0.4644751220703125, 'y': 2.4253262817382812, 'z': 9.53131680908203};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:57;{'x': 0.5865794067382812, 'y': 2.442085693359375, 'z': 9.516951599121093};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:58;{'x': 0.6009446166992187, 'y': 2.442085693359375, 'z': 9.595960253906249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:10:59;{'x': 0.45968671875, 'y': 2.442085693359375, 'z': 9.540893615722656};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:00;{'x': 0.6057330200195312, 'y': 2.4301146850585935, 'z': 9.483432775878907};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:01;{'x': 0.44053310546874996, 'y': 2.384624853515625, 'z': 9.572018237304688};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:02;{'x': 0.4836287353515625, 'y': 2.446874096679687, 'z': 9.624690673828125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:03;{'x': 0.5530605834960938, 'y': 2.442085693359375, 'z': 9.478644372558593};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:04;{'x': 0.46208092041015625, 'y': 2.3918074584960936, 'z': 9.548076220703125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:14;{'x': 0.4285620971679687, 'y': 2.4564509033203126, 'z': 9.524134204101562};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:15;{'x': 0.45968671875, 'y': 2.4660277099609376, 'z': 9.442731347656249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:16;{'x': 0.43574470214843747, 'y': 2.39420166015625, 'z': 9.605537060546874};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:17;{'x': 0.4908113403320312, 'y': 2.4444798950195312, 'z': 9.526528405761718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:18;{'x': 0.4955997436523437, 'y': 2.4253262817382812, 'z': 9.627084875488281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:19;{'x': 0.469263525390625, 'y': 2.437297290039062, 'z': 9.651026892089844};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:20;{'x': 0.3758896606445312, 'y': 2.463633508300781, 'z': 9.548076220703125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:21;{'x': 0.5003881469726562, 'y': 2.4444798950195312, 'z': 9.452308154296874};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:22;{'x': 0.4572925170898437, 'y': 2.6001030029296874, 'z': 9.526528405761718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:23;{'x': 0.3112462158203125, 'y': 2.4253262817382812, 'z': 9.504980590820312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:24;{'x': 0.45968671875, 'y': 2.454056701660156, 'z': 9.567229833984374};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:25;{'x': 0.4740519287109375, 'y': 2.4396914916992185, 'z': 9.552864624023437};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:26;{'x': 0.5027823486328125, 'y': 2.308010400390625, 'z': 9.504980590820312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:27;{'x': 0.33518823242187495, 'y': 2.473210314941406, 'z': 9.624690673828125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:28;{'x': 0.47884033203125, 'y': 2.47081611328125, 'z': 9.624690673828125};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:29;{'x': 0.47165772705078124, 'y': 2.463633508300781, 'z': 9.533711010742186};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:30;{'x': 0.4860229370117187, 'y': 2.5665841796874997, 'z': 9.560047229003906};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:31;{'x': 0.4477157104492187, 'y': 2.4875755249023435, 'z': 9.435548742675781};(8.7431433, 48.0752569, 729212)
2025/04/27_18:11:32;{'x': 0.48123453369140623, 'y': 2.384624853515625, 'z': 9.651026892089844};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:02;{'x': 0.5219359619140624, 'y': 2.4516625, 'z': 9.610325463867188};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:03;{'x': 0.45968671875, 'y': 2.4756045166015626, 'z': 9.572018237304688};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:04;{'x': 0.5291185668945312, 'y': 2.454056701660156, 'z': 9.545682019042967};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:05;{'x': 0.5243301635742187, 'y': 2.499546533203125, 'z': 9.514557397460937};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:06;{'x': 0.5219359619140624, 'y': 2.4660277099609376, 'z': 9.579200842285156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:07;{'x': 0.5051765502929687, 'y': 2.4444798950195312, 'z': 9.583989245605467};(8.7431433, 48.0752569, 729212)
2025/04/27_18:12:08;{'x': 0.5219359619140624, 'y': 2.43250888671875, 'z': 9.586383447265625};(8.7431433, 48.0752569, 729212)
2025/04/27_18:26:17;{'x': 0.5219359619140624, 'y': 2.4133552734375, 'z': 9.442731347656249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:26:18;{'x': 0.51714755859375, 'y': 2.43250888671875, 'z': 9.442731347656249};(8.7431433, 48.0752569, 729212)
2025/04/27_18:26:19;{'x': 0.5123591552734374, 'y': 2.43250888671875, 'z': 9.449913952636718};(8.7431433, 48.0752569, 729212)
2025/04/27_18:26:20;{'x': 0.47644613037109373, 'y': 2.6001030029296874, 'z': 9.387664709472656};(8.7431433, 48.0752569, 729212)
2025/04/27_18:26:21;{'x': 0.5291185668945312, 'y': 2.4396914916992185, 'z': 9.402029919433593};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:29;{'x': 0.622492431640625, 'y': 2.5330653564453125, 'z': 9.507374792480467};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:30;{'x': 0.612915625, 'y': 2.5665841796874997, 'z': 9.502586389160156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:31;{'x': 0.6727706665039062, 'y': 2.5354595581054684, 'z': 9.356540087890625};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:32;{'x': 0.5985504150390625, 'y': 2.5163059448242184, 'z': 9.418789331054686};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:33;{'x': 0.7422025146484375, 'y': 2.5139117431640625, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:34;{'x': 0.584185205078125, 'y': 2.5522189697265625, 'z': 9.445125549316407};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:35;{'x': 0.63206923828125, 'y': 2.5857377929687497, 'z': 9.591171850585937};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:36;{'x': 0.63206923828125, 'y': 2.559401574707031, 'z': 9.466673364257812};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:37;{'x': 0.6416460449218749, 'y': 2.578555187988281, 'z': 9.459490759277344};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:38;{'x': 0.45968671875, 'y': 2.592920397949219, 'z': 9.437942944335937};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:39;{'x': 0.6105214233398437, 'y': 2.5234885498046875, 'z': 9.425971936035156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:40;{'x': 0.5698199951171875, 'y': 2.528276953125, 'z': 9.473855969238281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:41;{'x': 0.7422025146484375, 'y': 2.5857377929687497, 'z': 9.447519750976562};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:42;{'x': 0.6057330200195312, 'y': 2.5474305664062498, 'z': 9.483432775878907};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:43;{'x': 0.6631938598632812, 'y': 2.583343591308594, 'z': 9.368511096191405};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:44;{'x': 0.5817910034179687, 'y': 2.5354595581054684, 'z': 9.4618849609375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:45;{'x': 0.6200982299804687, 'y': 2.5426421630859375, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:46;{'x': 0.7302315063476562, 'y': 2.549824768066406, 'z': 9.402029919433593};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:47;{'x': 0.612915625, 'y': 2.568978381347656, 'z': 9.404424121093749};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:48;{'x': 0.7278373046875, 'y': 2.5330653564453125, 'z': 9.490615380859374};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:49;{'x': 0.584185205078125, 'y': 2.5617957763671875, 'z': 9.425971936035156};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:50;{'x': 0.6416460449218749, 'y': 2.5857377929687497, 'z': 9.418789331054686};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:51;{'x': 0.5386953735351562, 'y': 2.5139117431640625, 'z': 9.557653027343749};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:52;{'x': 0.603338818359375, 'y': 2.5474305664062498, 'z': 9.512163195800781};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:53;{'x': 0.5458779785156249, 'y': 2.549824768066406, 'z': 9.382876306152344};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:54;{'x': 0.6153098266601562, 'y': 2.5737667846679684, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:55;{'x': 0.6057330200195312, 'y': 2.5139117431640625, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:56;{'x': 0.5961562133789062, 'y': 2.5641899780273434, 'z': 9.421183532714844};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:57;{'x': 0.63206923828125, 'y': 2.5617957763671875, 'z': 9.464279162597656};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:58;{'x': 0.4644751220703125, 'y': 2.578555187988281, 'z': 9.528922607421874};(8.7431433, 48.0752569, 729212)
2025/04/27_18:29:59;{'x': 0.6272808349609375, 'y': 2.518700146484375, 'z': 9.351751684570312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:00;{'x': 0.5746083984375, 'y': 2.5139117431640625, 'z': 9.473855969238281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:01;{'x': 0.6368576416015624, 'y': 2.521094348144531, 'z': 9.397241516113281};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:02;{'x': 0.6703764648437499, 'y': 2.5258827514648434, 'z': 9.478644372558593};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:03;{'x': 0.612915625, 'y': 2.50912333984375, 'z': 9.368511096191405};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:04;{'x': 0.59376201171875, 'y': 2.5450363647460934, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:05;{'x': 0.6200982299804687, 'y': 2.5713725830078125, 'z': 9.428366137695312};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:06;{'x': 0.6177040283203125, 'y': 2.5522189697265625, 'z': 9.404424121093749};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:07;{'x': 0.47165772705078124, 'y': 2.5737667846679684, 'z': 9.514557397460937};(8.7431433, 48.0752569, 729212)
2025/04/27_18:30:08;{'x': 0.6344634399414062, 'y': 2.559401574707031, 'z': 9.509768994140625};(8.7431433, 48.0752569, 729212)
